anger,joy,disgust,fear,surprise,sadness,neutral
0.06487496942281723,0.014961553737521172,0.019296826794743538,0.2729955017566681,0.3593458831310272,0.031197460368275642,0.23732779920101166
0.01769609935581684,0.002571342745795846,0.0218287892639637,0.0981920138001442,0.02496487647294998,0.029040133580565453,0.8057066798210144
0.008227815851569176,0.015973616391420364,0.004797085653990507,0.010905279777944088,0.44177019596099854,0.39846107363700867,0.11986487358808517
0.14151765406131744,0.004621308762580156,0.013531800359487534,0.6170169115066528,0.012043952010571957,0.11601226031780243,0.09525609016418457
0.025547778233885765,0.0013670646585524082,0.03429985046386719,0.01415164489299059,0.06793591380119324,0.005843630991876125,0.8508540987968445
0.03106793574988842,0.11245588958263397,0.007814045995473862,0.006152195390313864,0.28590068221092224,0.0634835809469223,0.49312567710876465
0.014920493587851524,0.003408763324841857,0.012067621573805809,0.014028924517333508,0.0533384270966053,0.005597581155598164,0.8966382145881653
0.012175993993878365,0.26942306756973267,0.004903810564428568,0.0028721799608319998,0.46457022428512573,0.027245493605732918,0.21880924701690674
0.10341541469097137,0.009621082805097103,0.0007227272144518793,0.8658653497695923,0.014695015735924244,0.003688095835968852,0.0019923599902540445
0.034316323697566986,0.010071665048599243,0.003011684864759445,0.08567648380994797,0.03506138175725937,0.8200553059577942,0.011807156726717949
0.02895169146358967,0.004802308976650238,0.0092927860096097,0.01481329370290041,0.024284079670906067,0.5948213934898376,0.323034405708313
0.5651165246963501,0.005025028251111507,0.16291090846061707,0.11176297068595886,0.01586427539587021,0.054077547043561935,0.08524270355701447
0.01185712218284607,0.04913410544395447,0.006225858349353075,0.008379055187106133,0.36584851145744324,0.0055808634497225285,0.5529744625091553
0.014393637888133526,0.06062818318605423,0.008359111845493317,0.013870922848582268,0.0023149698972702026,0.8397120833396912,0.06072105094790459
0.012942158617079258,0.4520789384841919,0.0045862989500164986,0.0015396614326164126,0.02555321529507637,0.017809178680181503,0.4854905605316162
0.2055673450231552,0.044927842915058136,0.006529813166707754,0.32980361580848694,0.05704560503363609,0.18465226888656616,0.1714734435081482
0.011163836345076561,0.17848099768161774,0.0012939284788444638,0.007426058873534203,0.15960650146007538,0.006179849151521921,0.6358488202095032
0.21401739120483398,0.002793527441099286,0.015033513307571411,0.011417016386985779,0.05439210310578346,0.6599966287612915,0.04234977811574936
0.016943158581852913,0.0033153831027448177,0.01260443963110447,0.07409828156232834,0.7108623385429382,0.004234957508742809,0.1779414415359497
