anger,joy,disgust,fear,surprise,sadness,neutral
0.00530405854806304,0.003196375211700797,0.003022381104528904,0.0028516107704490423,0.7185441851615906,0.00566569110378623,0.2614156901836395
0.010194757953286171,0.05847290903329849,0.002931874943897128,0.023147912696003914,0.10105958580970764,0.02169979363679886,0.7824931144714355
0.006051621865481138,0.005556880962103605,0.005323739256709814,0.010144621133804321,0.09563317149877548,0.013490098528563976,0.8637999296188354
0.03506579250097275,0.02802465856075287,0.00805921945720911,0.22261686623096466,0.10146932303905487,0.023281332105398178,0.5814828276634216
0.008218598552048206,0.3042212128639221,0.00319810607470572,0.006080558057874441,0.31245848536491394,0.02424883469939232,0.34157422184944153
0.002674433868378401,0.8746293783187866,0.004708308260887861,0.0028543705120682716,0.0020307060331106186,0.02445671334862709,0.0886460468173027
0.6548580527305603,0.0017335038864985108,0.2780320942401886,0.0077727423049509525,0.015058552846312523,0.006394625641405582,0.03615046292543411
0.023447854444384575,0.055933158844709396,0.004477999173104763,0.09018644690513611,0.13478729128837585,0.12289334833621979,0.5682739019393921
0.010348770767450333,0.002035024343058467,0.01385253481566906,0.004383725579828024,0.24344728887081146,0.029538927599787712,0.696393609046936
0.011388546787202358,0.07128818333148956,0.0015979802701622248,0.0031837967690080404,0.7662526965141296,0.0114030996337533,0.13488569855690002
0.00914347916841507,0.4818955361843109,0.0032668060157448053,0.004426402039825916,0.07627502083778381,0.013784169219434261,0.4112085700035095
0.010045032948255539,0.03623513877391815,0.0026085926219820976,0.0014681193279102445,0.7669588923454285,0.006646051537245512,0.17603816092014313
0.006253611762076616,0.005994695704430342,0.0038760274183005095,0.00438903272151947,0.7449077367782593,0.009004208259284496,0.22557471692562103
0.008900814689695835,0.003338329726830125,0.00839568953961134,0.006801896262913942,0.19713203608989716,0.01233781035989523,0.7630934715270996
0.007617519237101078,0.02440224215388298,0.001419921638444066,0.005168494768440723,0.17619360983371735,0.008066659793257713,0.7771315574645996
0.006929371505975723,0.022911226376891136,0.002319958759471774,0.0011573054362088442,0.9075949788093567,0.003194869728758931,0.055892348289489746
0.010393638163805008,0.00327222584746778,0.010713998228311539,0.01713186874985695,0.5069737434387207,0.007655816152691841,0.44385871291160583
0.020741501823067665,0.001264080055989325,0.7257696986198425,0.07623255252838135,0.09871779382228851,0.031098954379558563,0.046175356954336166
0.022531207650899887,0.060773223638534546,0.008381335064768791,0.05108877643942833,0.015203670598566532,0.005803131964057684,0.8362186551094055
0.00805890653282404,0.0037805321626365185,0.007500145118683577,0.0031890482641756535,0.1241278275847435,0.0072697787545621395,0.8460737466812134
0.008943112567067146,0.2604858875274658,0.0031333575025200844,0.01572461612522602,0.14331282675266266,0.003975035157054663,0.5644251704216003
0.0062345294281840324,0.002640585880726576,0.0016096476465463638,0.0033850453328341246,0.8810718059539795,0.007177104242146015,0.09788131713867188
0.006218252703547478,0.0024170123506337404,0.002796839689835906,0.011208194307982922,0.6748749017715454,0.008377982303500175,0.2941068410873413
0.009601033292710781,0.0798240378499031,0.0027593597769737244,0.004435134585946798,0.15411682426929474,0.011578714475035667,0.737684965133667
