anger,joy,disgust,fear,surprise,sadness,neutral
0.01827276311814785,0.5645551085472107,0.001688217744231224,0.2742682099342346,0.021811187267303467,0.04427635297179222,0.07512816786766052
0.019211633130908012,0.12921388447284698,0.010368956252932549,0.005906844045966864,0.1662849485874176,0.03615967556834221,0.6328540444374084
0.011579258367419243,0.0023483289405703545,0.02423075959086418,0.003864828497171402,0.10366809368133545,0.01593664288520813,0.8383721113204956
0.03096168115735054,0.004987433087080717,0.05953560024499893,0.5484539270401001,0.008174624294042587,0.017809901386499405,0.33007681369781494
0.0399114191532135,0.006135382689535618,0.1511816680431366,0.01493577379733324,0.3432639241218567,0.006111690308898687,0.43846017122268677
0.04832762852311134,0.23621417582035065,0.005749728064984083,0.17646965384483337,0.033321116119623184,0.18489304184913635,0.3150247037410736
0.005056115798652172,0.007741398643702269,0.004774549975991249,0.005818626377731562,0.017438674345612526,0.018468210473656654,0.940702497959137
0.040671367198228836,0.045736752450466156,0.008878280408680439,0.09321747720241547,0.5554615259170532,0.08772620558738708,0.16830840706825256
0.02068975195288658,0.01499477680772543,0.005997990723699331,0.004035810474306345,0.011970759369432926,0.01594744808971882,0.9263634085655212
0.006053290795534849,0.21872064471244812,0.0017508246237412095,0.003709342097863555,0.40934619307518005,0.010065319947898388,0.3503543436527252
0.041284024715423584,0.017296308651566505,0.004822959657758474,0.5224230885505676,0.10750424116849899,0.035735439509153366,0.27093392610549927
0.012261237017810345,0.002512302016839385,0.01663435436785221,0.005263086874037981,0.059791307896375656,0.005155959166586399,0.8983817100524902
0.023528611287474632,0.014466065913438797,0.003093589562922716,0.004134951159358025,0.6502490639686584,0.004555070772767067,0.29997262358665466
0.00972788967192173,0.1240941658616066,0.001588007085956633,0.0035476749762892723,0.1081111878156662,0.010764598846435547,0.7421665191650391
0.02876410260796547,0.0019043044885620475,0.12142807245254517,0.004758771508932114,0.01007304061204195,0.01971595548093319,0.8133557438850403
0.021977782249450684,0.0017660448793321848,0.027564024552702904,0.004171083215624094,0.01840646006166935,0.003906800877302885,0.9222078323364258
0.0047586336731910706,0.2534320652484894,0.0008111794013530016,0.0015142415650188923,0.6687038540840149,0.007662622723728418,0.06311740726232529
0.5066803693771362,0.008175652474164963,0.030736980959773064,0.24772900342941284,0.023923808708786964,0.03626926615834236,0.14648495614528656
0.03533504530787468,0.012840119190514088,0.00657068332657218,0.7537760138511658,0.06356898695230484,0.015507618896663189,0.1124015524983406
0.08302272111177444,0.013437241315841675,0.008026449009776115,0.3668968677520752,0.19371655583381653,0.07212768495082855,0.26277250051498413
0.004800713155418634,0.0036501791328191757,0.004451612941920757,0.00407439237460494,0.03805368393659592,0.023901596665382385,0.9210678339004517
0.017879538238048553,0.004381073173135519,0.017173927277326584,0.01525839138776064,0.18458129465579987,0.14040857553482056,0.6203171014785767
0.028475338593125343,0.00486303586512804,0.024225806817412376,0.0072635384276509285,0.10632231086492538,0.003461347660049796,0.8253887295722961
0.03847731277346611,0.3303050100803375,0.007969292812049389,0.01145702600479126,0.23190736770629883,0.010363154113292694,0.36952078342437744
0.003158991690725088,0.0018994511337950826,0.007201455999165773,0.9070883393287659,0.012971166521310806,0.004447202663868666,0.06323336809873581
0.06222949177026749,0.009576510637998581,0.012835829518735409,0.23834475874900818,0.5211465954780579,0.03852696716785431,0.1173398569226265
0.00941579882055521,0.004761321470141411,0.002301488071680069,0.007054125890135765,0.8498300909996033,0.004742066375911236,0.12189517170190811
0.07230044901371002,0.0035473874304443598,0.013685768470168114,0.08402638137340546,0.0987762063741684,0.022776015102863312,0.7048878073692322
0.018884921446442604,0.18315096199512482,0.0030585811473429203,0.008201206102967262,0.31686168909072876,0.01058959774672985,0.4592530131340027
0.2179296314716339,0.09148436784744263,0.04896678775548935,0.29421746730804443,0.14002157747745514,0.05614084377884865,0.15123935043811798
0.05393474921584129,0.0034251706674695015,0.009531954303383827,0.6864916086196899,0.011617353186011314,0.1852322518825531,0.049766868352890015
0.002891174051910639,0.9219359159469604,0.0029560283292084932,0.0006536384462378919,0.012610474601387978,0.003485533408820629,0.05546712875366211
0.020926030352711678,0.0013302002334967256,0.03756624832749367,0.010687858797609806,0.028380874544382095,0.027835065498948097,0.8732736110687256
0.024030519649386406,0.002024492248892784,0.021308761090040207,0.012333245947957039,0.7221975922584534,0.004195245448499918,0.21391019225120544
0.01827363856136799,0.31511494517326355,0.007519693113863468,0.003831287147477269,0.11642195284366608,0.01278668362647295,0.5260517597198486
0.016778551042079926,0.005372592713683844,0.01921655982732773,0.10861402004957199,0.0825331062078476,0.043292973190546036,0.724192202091217
0.002375303767621517,0.0102433692663908,0.0026864823885262012,0.9246523380279541,0.0054192026145756245,0.03821840137243271,0.016404936090111732
0.013257921673357487,0.0029269354417920113,0.014728634618222713,0.6215229034423828,0.0630321130156517,0.019628191366791725,0.26490333676338196
0.006189269479364157,0.11664512753486633,0.004745955113321543,0.002497044624760747,0.018062882125377655,0.01374887116253376,0.8381108641624451
0.007206446956843138,0.041651882231235504,0.004446360748261213,0.0021677673794329166,0.019959162920713425,0.007135522086173296,0.9174328446388245
0.004682247992604971,0.003457125276327133,0.0027389507740736008,0.004224726930260658,0.025292111560702324,0.011682701297104359,0.9479220509529114
0.006676119286566973,0.0023720543831586838,0.001779709360562265,0.003906431142240763,0.8891510963439941,0.01242128200829029,0.08369334787130356
0.08954161405563354,0.0031827036291360855,0.048520639538764954,0.4906533360481262,0.012913291342556477,0.05060841515660286,0.30458003282546997
0.11094964295625687,0.0013089338317513466,0.047075141221284866,0.0428968146443367,0.04294345900416374,0.037490665912628174,0.7173354029655457
